# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	NA19214	chr22	34948328	34997150	48823	327	41.9
RG	NA19214	chr22	36196720	36210583	13864	99	22.7
RG	NA19214	chr22	36769742	36796640	26899	160	26.9
RG	NA19214	chr22	36915816	36973930	58115	527	70.8
RG	NA19214	chr22	37555479	37581275	25797	140	32.4
RG	NA19214	chr22	38661059	38721876	60818	216	27.3
RG	NA19214	chr22	41853525	42330045	476521	2041	84.9
RG	NA19214	chr22	44576386	44582019	5634	66	11.4
RG	NA19214	chr22	44728415	44749692	21278	205	49.7
RG	NA19214	chr22	45856978	45874441	17464	137	35.5
RG	NA19214	chr22	46269019	46422829	153811	1212	84.0
RG	NA19214	chr22	46461419	46516963	55545	436	78.6
RG	NA19214	chr22	47213691	47247681	33991	262	53.0
RG	NA19214	chr22	47314168	47353809	39642	332	44.6
RG	NA19214	chr22	47547096	47571510	24415	224	41.1
RG	NA19214	chr22	47824711	47842398	17688	174	59.5
RG	NA19214	chr22	48630642	48665424	34783	456	57.5
RG	NA19214	chr22	49196922	49243658	46737	642	67.1
RG	NA19214	chr22	49913161	49926053	12893	144	52.9
RG	NA19223	chr22	16912130	17012403	100274	645	72.5
RG	NA19223	chr22	19857042	19886274	29233	252	58.1
RG	NA19223	chr22	19980002	20011289	31288	240	35.6
RG	NA19223	chr22	20194284	20216945	22662	209	15.7
RG	NA19223	chr22	20513883	20594914	81032	466	26.6
RG	NA19223	chr22	20659977	20965632	305656	1269	43.9
RG	NA19223	chr22	22129497	22197982	68486	666	85.8
RG	NA19223	chr22	22386349	22407453	21105	142	45.3
RG	NA19223	chr22	22592758	22655356	62599	182	16.1
RG	NA19223	chr22	22688121	22748098	59978	643	81.4
RG	NA19223	chr22	22846956	22884789	37834	313	53.1
RG	NA19223	chr22	23010109	23024013	13905	81	13.0
RG	NA19223	chr22	23627550	23727872	100323	572	58.8
RG	NA19223	chr22	24772086	24801699	29614	124	18.5
RG	NA19223	chr22	24828182	25019923	191742	1130	84.2
RG	NA19223	chr22	25107699	25204732	97034	555	43.8
RG	NA19223	chr22	27166948	27224553	57606	432	54.9
RG	NA19223	chr22	27465094	27483772	18679	152	16.7
RG	NA19223	chr22	30687144	30815663	128520	474	47.7
RG	NA19223	chr22	31360141	31607005	246865	680	57.0
RG	NA19223	chr22	32271204	32307828	36625	227	58.9
RG	NA19223	chr22	32332792	32432066	99275	740	83.5
RG	NA19223	chr22	32780464	32935915	155452	894	60.5
RG	NA19223	chr22	34361922	34464592	102671	837	30.8
RG	NA19223	chr22	34607427	34725573	118147	841	72.0
RG	NA19223	chr22	34886306	34938990	52685	360	49.8
RG	NA19223	chr22	35111766	35134199	22434	118	11.9
RG	NA19223	chr22	35529353	35705436	176084	995	63.8
RG	NA19223	chr22	36948061	36974880	26820	252	58.2
RG	NA19223	chr22	38586316	38846740	260425	1205	80.0
RG	NA19223	chr22	38915592	38948239	32648	179	23.3
RG	NA19223	chr22	39331288	39363301	32014	178	37.0
RG	NA19223	chr22	39594630	39677780	83151	544	82.9
RG	NA19223	chr22	40684132	40817010	132879	541	31.6
RG	NA19223	chr22	43147383	43174653	27271	240	23.4
RG	NA19223	chr22	44185544	44242226	56683	425	62.3
RG	NA19223	chr22	44312798	44332288	19491	131	27.2
RG	NA19223	chr22	44406034	44422638	16605	151	19.0
RG	NA19223	chr22	44630102	44644367	14266	89	21.3
RG	NA19223	chr22	44821816	44869152	47337	534	42.0
RG	NA19223	chr22	45529109	45534623	5515	65	32.8
RG	NA19223	chr22	47448326	47493723	45398	346	48.7
RG	NA19223	chr22	47822499	47850479	27981	264	38.1
RG	NA19223	chr22	47998695	48049838	51144	398	71.9
RG	NA19223	chr22	48150078	48185222	35145	340	53.4
RG	NA19223	chr22	48417059	48440472	23414	305	23.4
RG	NA19223	chr22	48696286	48704241	7956	110	30.2
RG	NA19223	chr22	49053478	49074533	21056	208	37.3
RG	NA19223	chr22	49196699	49241696	44998	629	74.7
RG	NA19223	chr22	49517924	49533093	15170	150	20.4
RG	NA19223	chr22	50549609	50565407	15799	107	32.8
RG	NA19223	chr22	50596441	50631672	35232	213	41.8
RG	NA19235	chr22	17413360	17429762	16403	140	13.3
RG	NA19235	chr22	17443726	17453499	9774	79	27.5
RG	NA19235	chr22	17623743	17742851	119109	597	57.0
RG	NA19235	chr22	19321484	19427341	105858	404	61.9
RG	NA19235	chr22	21669861	22129768	459908	2677	89.5
RG	NA19235	chr22	22206098	22224581	18484	186	45.0
RG	NA19235	chr22	22244645	22319284	74640	88	9.3
RG	NA19235	chr22	22443535	22474407	30873	225	18.0
RG	NA19235	chr22	22567231	22592684	25454	174	14.3
RG	NA19235	chr22	23500353	23528787	28435	291	52.5
RG	NA19235	chr22	25551451	25677193	125743	546	30.6
RG	NA19235	chr22	25739674	25768888	29215	191	34.6
RG	NA19235	chr22	26244770	26315606	70837	544	65.2
RG	NA19235	chr22	26843842	26867858	24017	196	58.0
RG	NA19235	chr22	27086519	27123945	37427	350	54.7
RG	NA19235	chr22	27286634	27330065	43432	348	63.6
RG	NA19235	chr22	27336259	27376463	40205	333	56.2
RG	NA19235	chr22	27647946	27735683	87738	655	74.3
RG	NA19235	chr22	29061634	29259382	197749	1183	83.2
RG	NA19235	chr22	31146752	31394028	247277	762	58.0
RG	NA19235	chr22	32276704	32323718	47015	321	33.3
RG	NA19235	chr22	32605191	32751497	146307	926	74.7
RG	NA19235	chr22	33280672	33298178	17507	115	36.2
RG	NA19235	chr22	33410017	33451891	41875	257	67.8
RG	NA19235	chr22	33542774	33561460	18687	106	13.6
RG	NA19235	chr22	34279399	34415848	136450	944	73.6
RG	NA19235	chr22	36378859	36463036	84178	445	63.9
RG	NA19235	chr22	36757149	36814425	57277	359	52.9
RG	NA19235	chr22	37147894	37278927	131034	1051	82.8
RG	NA19235	chr22	39129786	39161416	31631	185	57.8
RG	NA19235	chr22	39970448	40364821	394374	1537	71.6
RG	NA19235	chr22	40684132	40752733	68602	306	36.5
RG	NA19235	chr22	44167659	44226432	58774	498	81.6
RG	NA19235	chr22	44871399	44959760	88362	732	69.4
RG	NA19235	chr22	45466771	45500463	33693	166	43.8
RG	NA19235	chr22	46135805	46172705	36901	223	27.8
RG	NA19235	chr22	46763085	46851650	88566	589	51.2
RG	NA19235	chr22	47352449	47375099	22651	298	23.6
RG	NA19235	chr22	47694783	47715821	21039	170	9.5
RG	NA19235	chr22	48369199	48392843	23645	261	58.2
RG	NA19235	chr22	48424825	48446524	21700	283	28.3
RG	NA19235	chr22	48807261	48852407	45147	466	86.9
RG	NA19235	chr22	48908660	48924834	16175	125	18.3
RG	NA19235	chr22	48991961	49013832	21872	227	19.9
RG	NA19235	chr22	49162503	49183340	20838	298	27.7
RG	NA19235	chr22	49306932	49322366	15435	160	27.3
RG	NA19235	chr22	49478218	49481856	3639	34	23.1
RG	NA19235	chr22	49693223	49715118	21896	231	50.3
RG	NA19235	chr22	49727373	49927100	199728	1479	84.3
RG	NA19235	chr22	50059747	50131238	71492	501	34.3
RG	NA19236	chr22	16912130	16933213	21084	202	46.6
RG	NA19236	chr22	17418749	17429836	11088	99	46.9
RG	NA19236	chr22	19321484	19497611	176128	713	38.3
RG	NA19236	chr22	20151040	20205591	54552	468	74.5
RG	NA19236	chr22	22009421	22039043	29623	312	43.7
RG	NA19236	chr22	22225805	22244075	18271	166	15.9
RG	NA19236	chr22	23506893	23529281	22389	260	72.2
RG	NA19236	chr22	23634054	23768116	134063	730	64.9
RG	NA19236	chr22	25035541	25060060	24520	165	17.5
RG	NA19236	chr22	25929237	25982436	53200	372	41.8
RG	NA19236	chr22	26074965	26130205	55241	375	45.7
RG	NA19236	chr22	26721709	26738747	17039	116	15.5
RG	NA19236	chr22	26805692	26841064	35373	285	33.3
RG	NA19236	chr22	26900344	26930197	29854	240	67.7
RG	NA19236	chr22	27136028	27162829	26802	239	49.6
RG	NA19236	chr22	27841693	27951669	109977	540	34.0
RG	NA19236	chr22	29259427	30224213	964787	4259	84.1
RG	NA19236	chr22	30815776	30874535	58760	275	51.7
RG	NA19236	chr22	32188269	32193596	5328	34	38.7
RG	NA19236	chr22	32332778	32377903	45126	378	76.2
RG	NA19236	chr22	32704613	32739206	34594	215	22.6
RG	NA19236	chr22	33261257	33298178	36922	231	39.5
RG	NA19236	chr22	34248996	34356907	107912	656	54.9
RG	NA19236	chr22	34802650	34835420	32771	179	51.3
RG	NA19236	chr22	37246666	37256698	10033	76	16.6
RG	NA19236	chr22	37585328	37631754	46427	230	12.3
RG	NA19236	chr22	39223313	39261051	37739	258	46.3
RG	NA19236	chr22	44776615	44792316	15702	158	25.9
RG	NA19236	chr22	45058290	45086299	28010	207	26.1
RG	NA19236	chr22	45904280	45941638	37359	401	64.3
RG	NA19236	chr22	46331491	46422829	91339	853	78.7
RG	NA19236	chr22	46764205	46871746	107542	728	52.4
RG	NA19236	chr22	46887601	46902839	15239	185	55.6
RG	NA19236	chr22	47117708	47149991	32284	347	32.4
RG	NA19236	chr22	47922449	47964533	42085	291	24.8
RG	NA19236	chr22	48459600	48512576	52977	449	61.5
RG	NA19236	chr22	49431197	49446046	14850	128	9.8
RG	NA19247	chr22	17444060	17558341	114282	655	69.4
RG	NA19247	chr22	17637827	17730797	92971	442	71.3
RG	NA19247	chr22	19821246	19856969	35724	223	27.9
RG	NA19247	chr22	22453685	22508895	55211	257	28.5
RG	NA19247	chr22	22713438	22727474	14037	189	74.4
RG	NA19247	chr22	23377084	23456279	79196	354	34.8
RG	NA19247	chr22	25035541	25209100	173560	1030	75.2
RG	NA19247	chr22	26397830	26519398	121569	631	69.1
RG	NA19247	chr22	26969934	26999329	29396	264	50.5
RG	NA19247	chr22	27060346	27083356	23011	204	23.5
RG	NA19247	chr22	27463027	27474997	11971	88	32.8
RG	NA19247	chr22	27726218	27735683	9466	68	15.1
RG	NA19247	chr22	28934530	29165214	230685	1211	63.4
RG	NA19247	chr22	31546933	31796696	249764	917	41.9
RG	NA19247	chr22	34336799	34358869	22071	158	25.0
RG	NA19247	chr22	35219594	35240963	21370	110	33.8
RG	NA19247	chr22	36438572	36520109	81538	485	63.5
RG	NA19247	chr22	37027445	37142946	115502	867	76.6
RG	NA19247	chr22	37448895	38051984	603090	2974	78.0
RG	NA19247	chr22	38758656	38912312	153657	975	76.7
RG	NA19247	chr22	42823830	43015322	191493	1096	59.8
RG	NA19247	chr22	43924245	44017496	93252	584	77.7
RG	NA19247	chr22	45905022	45920925	15904	166	34.9
RG	NA19247	chr22	47145031	47171039	26009	393	41.7
RG	NA19247	chr22	47284987	47320475	35489	305	22.1
RG	NA19247	chr22	47608747	47618187	9441	109	17.0
RG	NA19247	chr22	47781178	47795709	14532	140	33.9
RG	NA19247	chr22	47824071	47842398	18328	178	58.1
RG	NA19247	chr22	48290908	48302295	11388	105	23.4
RG	NA19247	chr22	48682386	48689093	6708	73	12.9
RG	NA19247	chr22	48940341	48944561	4221	133	15.6
RG	NA19247	chr22	49185537	49262050	76514	952	84.3
RG	NA19247	chr22	49687222	49707455	20234	252	20.7
RG	NA19247	chr22	50027758	50155432	127675	892	44.4
RG	NA19248	chr22	16700265	16794235	93971	304	24.4
RG	NA19248	chr22	16931326	17009668	78343	438	64.7
RG	NA19248	chr22	17422635	17460779	38145	324	64.1
RG	NA19248	chr22	18121783	18159378	37596	250	23.4
RG	NA19248	chr22	19545652	19579854	34203	194	36.2
RG	NA19248	chr22	19923632	20164693	241062	1452	83.1
RG	NA19248	chr22	20614005	20624626	10622	100	39.6
RG	NA19248	chr22	22086902	22128665	41764	417	63.1
RG	NA19248	chr22	22175954	22195540	19587	147	57.7
RG	NA19248	chr22	22342727	22371876	29150	333	43.4
RG	NA19248	chr22	22960786	23078476	117691	611	61.1
RG	NA19248	chr22	23111364	23209886	98523	679	69.3
RG	NA19248	chr22	23508808	23517768	8961	115	40.5
RG	NA19248	chr22	23888636	23913499	24864	259	66.7
RG	NA19248	chr22	24749504	24813358	63855	337	29.7
RG	NA19248	chr22	25137644	25181721	44078	245	18.5
RG	NA19248	chr22	25433180	25533911	100732	468	55.3
RG	NA19248	chr22	26284706	26322300	37595	280	53.5
RG	NA19248	chr22	27354148	27390393	36246	325	39.8
RG	NA19248	chr22	27439631	27474997	35367	244	63.1
RG	NA19248	chr22	29397352	29593037	195686	770	53.6
RG	NA19248	chr22	30216120	30555212	339093	1561	75.5
RG	NA19248	chr22	30589264	30666783	77520	427	52.7
RG	NA19248	chr22	32704613	32739206	34594	215	22.6
RG	NA19248	chr22	33554899	33574756	19858	124	40.7
RG	NA19248	chr22	34146186	34193425	47240	319	27.5
RG	NA19248	chr22	34362509	34402038	39530	310	34.6
RG	NA19248	chr22	34540895	34580283	39389	268	49.3
RG	NA19248	chr22	37377608	37444012	66405	535	73.7
RG	NA19248	chr22	37711656	37800382	88727	465	41.4
RG	NA19248	chr22	38108666	38283399	174734	969	76.3
RG	NA19248	chr22	40696087	41003430	307344	1069	40.9
RG	NA19248	chr22	41393812	41406694	12883	55	31.4
RG	NA19248	chr22	42934401	43077163	142763	749	65.3
RG	NA19248	chr22	43541497	43624256	82760	458	48.0
RG	NA19248	chr22	44119657	44156698	37042	310	28.7
RG	NA19248	chr22	44402766	44425715	22950	207	52.8
RG	NA19248	chr22	44846623	44869152	22530	338	21.8
RG	NA19248	chr22	45964252	46009396	45145	349	59.0
RG	NA19248	chr22	46251376	46269019	17644	99	36.0
RG	NA19248	chr22	47054691	47096937	42247	394	62.0
RG	NA19248	chr22	47122657	47172123	49467	650	79.4
RG	NA19248	chr22	47179690	47198448	18759	184	36.6
RG	NA19248	chr22	47732941	47812237	79297	682	73.7
RG	NA19248	chr22	48367921	48415221	47301	495	64.3
RG	NA19248	chr22	48629105	48651070	21966	233	52.3
RG	NA19248	chr22	48806855	48866571	59717	587	66.0
RG	NA19248	chr22	48894004	48908475	14472	160	10.3
RG	NA19248	chr22	49270520	49284337	13818	170	12.9
RG	NA19256	chr22	16799888	16829255	29368	195	30.7
RG	NA19256	chr22	16834087	16912095	78009	234	53.8
RG	NA19256	chr22	18130250	18153315	23066	158	50.0
RG	NA19256	chr22	18947966	18979293	31328	183	43.5
RG	NA19256	chr22	19166807	19289320	122514	629	73.1
RG	NA19256	chr22	19533210	19564929	31720	147	16.2
RG	NA19256	chr22	19964281	20007511	43231	335	41.3
RG	NA19256	chr22	20418620	20438343	19724	118	33.7
RG	NA19256	chr22	20651803	20857920	206118	929	63.7
RG	NA19256	chr22	21646307	21717506	71200	414	70.1
RG	NA19256	chr22	22680761	22704111	23351	191	32.1
RG	NA19256	chr22	22838056	22877569	39514	299	46.6
RG	NA19256	chr22	24305894	24517046	211153	890	61.5
RG	NA19256	chr22	24910381	24960638	50258	276	21.5
RG	NA19256	chr22	25030080	25249854	219775	1277	79.6
RG	NA19256	chr22	25283962	25287534	3573	43	19.4
RG	NA19256	chr22	26969934	26999329	29396	264	52.5
RG	NA19256	chr22	27840691	28025046	184356	926	38.4
RG	NA19256	chr22	28401746	28726847	325102	973	42.2
RG	NA19256	chr22	30887147	30994201	107055	311	18.7
RG	NA19256	chr22	32290479	32308240	17762	121	41.6
RG	NA19256	chr22	33720380	33756509	36130	266	43.2
RG	NA19256	chr22	33826758	33959775	133018	863	75.6
RG	NA19256	chr22	34358206	34412113	53908	425	68.9
RG	NA19256	chr22	34532067	34590408	58342	427	50.2
RG	NA19256	chr22	34705806	34886639	180834	1059	60.8
RG	NA19256	chr22	35038484	35077782	39299	283	61.9
RG	NA19256	chr22	35112833	35132465	19633	103	49.4
RG	NA19256	chr22	35675941	36132847	456907	1474	73.4
RG	NA19256	chr22	36179058	36202869	23812	213	18.1
RG	NA19256	chr22	37442429	37495703	53275	336	47.3
RG	NA19256	chr22	37580784	37681243	100460	542	35.7
RG	NA19256	chr22	38115056	38197634	82579	451	65.5
RG	NA19256	chr22	38639848	38690190	50343	163	60.0
RG	NA19256	chr22	39364958	39446910	81953	418	40.8
RG	NA19256	chr22	41197682	41215361	17680	57	9.7
RG	NA19256	chr22	41560772	41652190	91419	302	41.1
RG	NA19256	chr22	42292633	42329301	36669	211	52.6
RG	NA19256	chr22	42382833	42398886	16054	121	30.2
RG	NA19256	chr22	42402318	42474996	72679	380	65.3
RG	NA19256	chr22	42509787	42626687	116901	569	52.8
RG	NA19256	chr22	42928177	43001557	73381	450	55.3
RG	NA19256	chr22	43121362	43170440	49079	331	54.8
RG	NA19256	chr22	43813245	43873863	60619	392	51.1
RG	NA19256	chr22	43937065	44005862	68798	434	67.6
RG	NA19256	chr22	44386036	44403682	17647	204	54.4
RG	NA19256	chr22	44688698	44725984	37287	289	63.3
RG	NA19256	chr22	44733057	44752973	19917	164	25.2
RG	NA19256	chr22	44909272	45001193	91922	787	71.9
RG	NA19256	chr22	45163860	45173888	10029	92	15.5
RG	NA19256	chr22	46909862	46962217	52356	428	42.5
RG	NA19256	chr22	47172125	47181483	9359	94	19.3
RG	NA19256	chr22	47409405	47431713	22309	190	39.0
RG	NA19256	chr22	47777842	47795709	17868	175	33.4
RG	NA19256	chr22	47970458	48027797	57340	489	18.5
RG	NA19256	chr22	48270355	48288622	18268	173	20.6
RG	NA19256	chr22	48319322	48325056	5735	82	33.8
RG	NA19256	chr22	48354057	48367849	13793	159	28.8
RG	NA19256	chr22	48579867	48604467	24601	268	33.3
RG	NA19256	chr22	48834669	48849566	14898	145	18.3
RG	NA19256	chr22	48934305	48946872	12568	279	61.5
RG	NA19256	chr22	49163250	49180520	17271	254	41.5
RG	NA18864	chr22	18080917	18113083	32167	172	40.0
RG	NA18864	chr22	19321484	19497611	176128	713	58.9
RG	NA18864	chr22	20118366	20186655	68290	466	51.2
RG	NA18864	chr22	21022329	21086941	64613	391	62.3
RG	NA18864	chr22	22129497	22159186	29690	351	80.3
RG	NA18864	chr22	22244598	22343898	99301	198	21.7
RG	NA18864	chr22	22353642	22371071	17430	205	48.8
RG	NA18864	chr22	23174610	23290582	115973	990	62.1
RG	NA18864	chr22	24038784	24219480	180697	750	52.6
RG	NA18864	chr22	24518566	24566286	47721	240	50.9
RG	NA18864	chr22	24675960	24687820	11861	65	20.0
RG	NA18864	chr22	25030774	25107607	76834	474	61.2
RG	NA18864	chr22	25739674	25762317	22644	130	14.5
RG	NA18864	chr22	27346916	27376463	29548	261	36.9
RG	NA18864	chr22	28170064	28319583	149520	530	36.2
RG	NA18864	chr22	28982661	29042339	59679	297	18.1
RG	NA18864	chr22	35043458	35111441	67984	414	67.4
RG	NA18864	chr22	35589328	35636822	47495	286	17.4
RG	NA18864	chr22	38909934	38944632	34699	173	50.0
RG	NA18864	chr22	39160865	39178821	17957	130	45.4
RG	NA18864	chr22	40099563	40129952	30390	136	62.2
RG	NA18864	chr22	40725180	41008872	283693	938	62.0
RG	NA18864	chr22	42790818	43003901	213084	1273	46.5
RG	NA18864	chr22	44365434	44404047	38614	444	70.7
RG	NA18864	chr22	44530713	44535215	4503	50	12.5
RG	NA18864	chr22	44546876	44576279	29404	203	40.0
RG	NA18864	chr22	44753661	44761728	8068	77	33.9
RG	NA18864	chr22	46009417	46049960	40544	257	50.3
RG	NA18864	chr22	47772152	47803423	31272	276	31.9
RG	NA18864	chr22	48319322	48324499	5178	73	24.8
RG	NA18864	chr22	48810028	48813999	3972	46	6.9
RG	NA18864	chr22	48934305	48945269	10965	243	58.2
RG	NA18864	chr22	48991961	49029793	37833	447	61.6
RG	NA18864	chr22	49305156	49322366	17211	189	47.0
RG	NA18864	chr22	49360842	49381552	20711	272	58.7
RG	NA18864	chr22	49517924	49715118	197195	1845	85.9
RG	NA18865	chr22	17321724	17349354	27631	116	9.6
RG	NA18865	chr22	19923632	19952170	28539	182	42.9
RG	NA18865	chr22	20797130	20840642	43513	221	13.8
RG	NA18865	chr22	22307261	22349341	42081	176	29.7
RG	NA18865	chr22	22713438	22790285	76848	703	75.0
RG	NA18865	chr22	22846148	22878699	32552	255	48.0
RG	NA18865	chr22	22944702	23037029	92328	507	70.8
RG	NA18865	chr22	23205043	23225257	20215	202	24.8
RG	NA18865	chr22	23510796	23528488	17693	228	43.6
RG	NA18865	chr22	23647052	23686440	39389	204	50.6
RG	NA18865	chr22	23773328	23839050	65723	397	50.9
RG	NA18865	chr22	24911011	25019847	108837	560	57.9
RG	NA18865	chr22	25043053	25064805	21753	141	17.4
RG	NA18865	chr22	26426952	26486176	59225	331	53.4
RG	NA18865	chr22	26904479	26941891	37413	316	16.7
RG	NA18865	chr22	32381211	32427084	45874	321	49.3
RG	NA18865	chr22	32783029	32830629	47601	294	9.8
RG	NA18865	chr22	34410562	34451504	40943	364	45.0
RG	NA18865	chr22	36166261	36208873	42613	460	42.2
RG	NA18865	chr22	37285397	37320596	35200	279	44.7
RG	NA18865	chr22	37352919	37358894	5976	62	20.1
RG	NA18865	chr22	39184243	39204278	20036	125	7.0
RG	NA18865	chr22	39658943	39699557	40615	233	42.0
RG	NA18865	chr22	44392028	44405815	13788	134	33.7
RG	NA18865	chr22	44727536	44752973	25438	214	19.5
RG	NA18865	chr22	45009089	45019951	10863	80	20.3
RG	NA18865	chr22	46226231	46251940	25710	156	32.5
RG	NA18865	chr22	46378961	46393804	14844	171	22.3
RG	NA18865	chr22	46441195	46464675	23481	232	56.8
RG	NA18865	chr22	46632070	46702802	70733	583	64.4
RG	NA18865	chr22	48181373	48253372	72000	600	59.5
RG	NA18865	chr22	48310704	48317665	6962	76	15.0
RG	NA18865	chr22	48447234	48461165	13932	152	20.5
RG	NA18865	chr22	48591278	48625535	34258	407	49.4
RG	NA18865	chr22	48847788	48866767	18980	164	38.1
RG	NA18865	chr22	49196699	49239315	42617	585	77.7
RG	NA18865	chr22	49305156	49328293	23138	265	33.7
RG	NA18865	chr22	49503095	49515700	12606	117	26.1
RG	NA18876	chr22	17288797	17338270	49474	312	54.2
RG	NA18876	chr22	19923632	19944145	20514	142	16.8
RG	NA18876	chr22	19965939	20026509	60571	450	62.6
RG	NA18876	chr22	20422529	20438343	15815	90	15.0
RG	NA18876	chr22	21556402	21638683	82282	369	13.7
RG	NA18876	chr22	21660334	21702965	42632	260	39.2
RG	NA18876	chr22	22053310	22106812	53503	509	87.2
RG	NA18876	chr22	22443535	22511229	67695	353	23.3
RG	NA18876	chr22	22527962	22592684	64723	435	57.5
RG	NA18876	chr22	22704455	22711596	7142	93	19.3
RG	NA18876	chr22	22713788	22790285	76498	696	67.0
RG	NA18876	chr22	22881400	22906870	25471	238	36.0
RG	NA18876	chr22	22953655	23019916	66262	353	77.0
RG	NA18876	chr22	23046964	23112059	65096	393	63.2
RG	NA18876	chr22	23771143	23815223	44081	207	21.4
RG	NA18876	chr22	23905116	23956633	51518	204	46.5
RG	NA18876	chr22	25030080	25182411	152332	898	78.9
RG	NA18876	chr22	26396962	26452483	55522	331	62.9
RG	NA18876	chr22	27265051	27280192	15142	161	40.1
RG	NA18876	chr22	27300699	27335333	34635	316	64.7
RG	NA18876	chr22	27398998	27435831	36834	321	54.6
RG	NA18876	chr22	28703766	28792870	89105	354	18.6
RG	NA18876	chr22	29240724	29398281	157558	674	13.9
RG	NA18876	chr22	30504644	30819633	314990	1402	70.2
RG	NA18876	chr22	32758887	32807878	48992	348	40.3
RG	NA18876	chr22	32880948	32919950	39003	214	28.9
RG	NA18876	chr22	33918132	33960691	42560	234	20.5
RG	NA18876	chr22	34190213	34240850	50638	351	41.9
RG	NA18876	chr22	35141975	35641978	500004	2924	86.8
RG	NA18876	chr22	36203082	36239384	36303	256	74.5
RG	NA18876	chr22	36758940	36796640	37701	221	42.8
RG	NA18876	chr22	36864081	36885383	21303	157	39.2
RG	NA18876	chr22	36949045	36971062	22018	206	62.3
RG	NA18876	chr22	38515811	38775384	259574	985	50.2
RG	NA18876	chr22	39712707	40795755	1083049	3874	73.2
RG	NA18876	chr22	41979773	42292526	312754	1252	80.2
RG	NA18876	chr22	44534240	44558349	24110	255	53.4
RG	NA18876	chr22	45527197	45577722	50526	369	48.1
RG	NA18876	chr22	46120942	46130888	9947	127	35.7
RG	NA18876	chr22	47179690	47198448	18759	184	36.5
RG	NA18876	chr22	48037068	48060476	23409	147	15.4
RG	NA18876	chr22	48196534	48253372	56839	466	45.4
RG	NA18876	chr22	48326690	48343572	16883	169	24.5
RG	NA18876	chr22	48441537	48518555	77019	688	68.6
RG	NA18876	chr22	48929144	48944499	15356	275	41.8
RG	NA18876	chr22	49549842	49559524	9683	80	14.0
RG	NA18876	chr22	50182138	50205623	23486	162	18.7
RG	NA18877	chr22	17170692	17187382	16691	108	21.2
RG	NA18877	chr22	17444060	17463647	19588	150	17.2
RG	NA18877	chr22	19166807	19289320	122514	630	46.2
RG	NA18877	chr22	19780342	19926874	146533	1107	81.6
RG	NA18877	chr22	20509624	20587264	77641	427	21.4
RG	NA18877	chr22	20659593	20961700	302108	1255	78.2
RG	NA18877	chr22	21660334	21702965	42632	260	35.7
RG	NA18877	chr22	22771205	22798303	27099	187	37.3
RG	NA18877	chr22	22812319	22838025	25707	174	31.8
RG	NA18877	chr22	23146855	23164212	17358	141	11.4
RG	NA18877	chr22	23193252	23240861	47610	401	37.3
RG	NA18877	chr22	25108503	25188640	80138	457	64.6
RG	NA18877	chr22	25612568	25715051	102484	402	26.5
RG	NA18877	chr22	25982456	25995124	12669	120	32.5
RG	NA18877	chr22	26091239	26143467	52229	341	26.3
RG	NA18877	chr22	26397830	26416599	18770	121	13.5
RG	NA18877	chr22	26429810	26519398	89589	447	48.9
RG	NA18877	chr22	26526761	26574574	47814	274	46.5
RG	NA18877	chr22	26943950	26958810	14861	162	18.0
RG	NA18877	chr22	27286634	27334687	48054	387	56.6
RG	NA18877	chr22	30364877	30446333	81457	360	29.8
RG	NA18877	chr22	30880928	31000660	119733	354	26.4
RG	NA18877	chr22	31546933	31738985	192053	741	45.3
RG	NA18877	chr22	32271204	32303194	31991	166	14.5
RG	NA18877	chr22	33045387	33061898	16512	89	34.8
RG	NA18877	chr22	33169976	33188897	18922	145	44.9
RG	NA18877	chr22	33995233	34029491	34259	196	12.2
RG	NA18877	chr22	34461653	34631402	169750	1414	87.2
RG	NA18877	chr22	35643572	35705436	61865	277	18.6
RG	NA18877	chr22	36180611	36232236	51626	403	40.5
RG	NA18877	chr22	36411995	36426040	14046	56	31.6
RG	NA18877	chr22	39693624	39978210	284587	1089	56.2
RG	NA18877	chr22	43297982	43319104	21123	202	26.8
RG	NA18877	chr22	44332532	44346990	14459	120	25.3
RG	NA18877	chr22	44443431	44531674	88244	589	71.0
RG	NA18877	chr22	44731555	44762148	30594	244	20.2
RG	NA18877	chr22	45214492	45243530	29039	224	57.7
RG	NA18877	chr22	46494233	46507448	13216	83	15.2
RG	NA18877	chr22	46725068	46884929	159862	1195	81.9
RG	NA18877	chr22	46901893	46942205	40313	357	58.3
RG	NA18877	chr22	47040684	47050579	9896	131	13.3
RG	NA18877	chr22	47097016	47147502	50487	499	67.5
RG	NA18877	chr22	47408424	47431713	23290	197	25.0
RG	NA18877	chr22	47921024	47937726	16703	169	36.7
RG	NA18877	chr22	47975357	47994850	19494	161	71.9
RG	NA18877	chr22	48924563	48941568	17006	223	36.7
RG	NA18877	chr22	49390983	49404161	13179	193	21.2
RG	NA18878	chr22	16814107	16829255	15149	113	13.6
RG	NA18878	chr22	17600494	17619545	19052	97	19.9
RG	NA18878	chr22	17971109	18001418	30310	240	13.8
RG	NA18878	chr22	18113271	18947922	834652	314	67.3
RG	NA18878	chr22	18984235	19000707	16473	107	53.8
RG	NA18878	chr22	19139110	19154217	15108	106	20.0
RG	NA18878	chr22	21047281	21080098	32818	208	32.7
RG	NA18878	chr22	21556402	21633273	76872	332	21.4
